EdFiEntity,EdFiEntityPath,EdFiElementName,EdFiElementType,EdFiRequired,EdFiElementDescription,EdFiEntityDescription,CEDSElementName,CEDSElementType,CEDSElementDefinition,CEDSGlobalId,CEDSMappingNotes,CEDSMappingConfidence,CEDSDWTable,CEDSDWColumn,CEDSDWElementType,CEDSStagingTable,CEDSStagingColumn,CEDSStagingElementType,CEDSOntologyClassURI,CEDSOntologyClassLabel,CEDSOntologyConceptSchemeURI,CEDSOntologyConceptSchemeLabel,CEDSOntologyPropertyURI,CEDSOntologyPropertyLabel,CEDSOntologyPropertyNotation,CEDSOntologyPropertyRangeIncludes
EducationOrganizationIdentificationCode,EducationOrganizationIdentificationSystem,EducationOrganizationIdentificationSystemDescriptor,Descriptor,0,"The school system, state, or agency assigning the identification code.",,School Identification System,Has Option Set,"A coding scheme that is used for identification and record-keeping purposes by schools, social services, or other agencies to refer to an institution.",001073,,Yes,,,,,,,http://ceds.ed.gov/terms#C200252,Organization Identification,http://ceds.ed.gov/terms#C001073,School Identification System,http://ceds.ed.gov/terms#P001073,Has School Identification System,hasSchoolIdentificationSystem,http://ceds.ed.gov/terms#C001073
EducationOrganizationIdentificationCode,EducationOrganizationIdentificationSystem,EducationOrganizationIdentificationSystemDescriptor,Descriptor,0,"The school system, state, or agency assigning the identification code.",,State Agency Identification System,Has Option Set,A coding scheme that is used for identification and record-keeping purposes to refer to a state agency.,001491,,Yes,,,,,,,http://ceds.ed.gov/terms#C200252,Organization Identification,http://ceds.ed.gov/terms#C001491,State Agency Identification System,http://ceds.ed.gov/terms#P001491,Has State Agency Identification System,hasStateAgencyIdentificationSystem,http://ceds.ed.gov/terms#C001491
ElectronicMail,ElectronicMailType,ElectronicMailTypeDescriptor,Descriptor,0,"The type of email listed for an individual or organization. For example: Home/Personal, Work, etc.)",,Electronic Mail Address Type,Has Option Set,The type of electronic mail (e-mail) address listed for a person or organization.,000089,,Yes,,,,,,,http://ceds.ed.gov/terms#C200247,Person Email Address,http://ceds.ed.gov/terms#C000089,Electronic Mail Address Type,http://ceds.ed.gov/terms#P000089,Has Electronic Mail Address Type,hasElectronicMailAddressType,http://ceds.ed.gov/terms#C000089
StudentSpecialEducationProgramEligibilityAssociation,EligibilityEvaluationType,EligibilityEvaluationTypeDescriptor,Descriptor,0,Indicates if this is an initial evaluation or a reevaluation.,,IEP Eligibility Evaluation Type,Has Option Set,Purpose within the IEP lifecycle for which the eligibility evaluation is conducted.,001728,,Yes,,,,,,,http://ceds.ed.gov/terms#C200165,Individualized Program Eligibility Evaluation,http://ceds.ed.gov/terms#C001728,IEP Eligibility Evaluation Type,http://ceds.ed.gov/terms#P001728,Has IEP Eligibility Evaluation Type,hasIEPEligibilityEvaluationType,http://ceds.ed.gov/terms#C001728
StaffEducationOrganizationEmploymentAssociation,EmploymentStatus,EmploymentStatusDescriptor,Descriptor,0,Reflects the type of employment or contract.,,Employment Status,Has Option Set,The condition under which a person has agreed to serve as an employee.,000347,,Yes,,,,,,,http://ceds.ed.gov/terms#C200122,Role Status,http://ceds.ed.gov/terms#C000347,Employment Status,http://ceds.ed.gov/terms#P000347,Has Employment Status,hasEmploymentStatus,http://ceds.ed.gov/terms#C000347
OpenStaffPosition,EmploymentStatus,EmploymentStatusDescriptor,Descriptor,0,Reflects the type of employment or contract desired for the position.,,Employment Status,Has Option Set,The condition under which a person has agreed to serve as an employee.,000347,,Yes,,,,,,,http://ceds.ed.gov/terms#C200122,Role Status,http://ceds.ed.gov/terms#C000347,Employment Status,http://ceds.ed.gov/terms#P000347,Has Employment Status,hasEmploymentStatus,http://ceds.ed.gov/terms#C000347
StudentSchoolAssociation,EnrollmentType,EnrollmentTypeDescriptor,Descriptor,0,The type of enrollment reflected by the StudentSchoolAssociation.,,Enrollment Status,Has Option Set,"An indication as to whether a student's name was, is, or will be officially registered on the roll of a school or schools.",000094,,Yes,DimK12EnrollmentStatuses,EnrollmentStatusCode,nvarchar(50),K12Enrollment,EnrollmentStatus,nvarchar(100),http://ceds.ed.gov/terms#C200219,Role Status,http://ceds.ed.gov/terms#C000094,Enrollment Status,http://ceds.ed.gov/terms#P000094,Has Enrollment Status,hasEnrollmentStatus,http://ceds.ed.gov/terms#C000094
StudentSchoolAssociation,EntryGradeLevelReason,EntryGradeLevelReasonDescriptor,Descriptor,0,The primary reason as to why a staff member determined that a student should be promoted or not (or be demoted) at the end of a given school term.,,Nonpromotion Reason,Has Option Set,The primary reason as to why a staff member determined that a student should not be promoted (or be demoted).,000531,,Yes,,,,,,,http://ceds.ed.gov/terms#C200219,K12 Student Enrollment,http://ceds.ed.gov/terms#C000531,Nonpromotion Reason,http://ceds.ed.gov/terms#P000531,Has Nonpromotion Reason,hasNonpromotionReason,http://ceds.ed.gov/terms#C000531
StudentSchoolAssociation,EntryGradeLevelReason,EntryGradeLevelReasonDescriptor,Descriptor,0,The primary reason as to why a staff member determined that a student should be promoted or not (or be demoted) at the end of a given school term.,,Promotion Reason,Has Option Set,The nature of the student's promotion or progress at the end of a given school term.,000530,,Yes,,,,,,,http://ceds.ed.gov/terms#C200219,K12 Student Enrollment,http://ceds.ed.gov/terms#C000530,Promotion Reason,http://ceds.ed.gov/terms#P000530,Has Promotion Reason,hasPromotionReason,http://ceds.ed.gov/terms#C000530
StudentSchoolAssociation,EntryType,EntryTypeDescriptor,Descriptor,0,The process by which a student enters a school during a given academic session.,,Entry Type,Has Option Set,The process by which a student enters a school during a given academic session.,000099,,Yes,DimK12EnrollmentStatuses,EntryTypeCode,nvarchar(50),,,,http://ceds.ed.gov/terms#C200219,K12 Student Enrollment,http://ceds.ed.gov/terms#C000099,Entry Type,http://ceds.ed.gov/terms#P000099,Has Entry Type,hasEntryType,http://ceds.ed.gov/terms#C000099
StudentAssessment,EventCircumstance,EventCircumstanceDescriptor,Descriptor,0,"An unusual event occurred during the administration of the assessment. This could include fire alarm, student became ill, etc.",,Assessment Session Special Circumstance Type,Has Option Set,"An unusual event occurred during the administration of the assessment. This could include fire alarm, student became ill, etc.",000389,,Yes,DimAssessmentParticipationSessions,AssessmentSessionSpecialCircumstanceTypeCode,nvarchar(100),,,,http://ceds.ed.gov/terms#C200037,Assessment Session,http://ceds.ed.gov/terms#C000389,Assessment Session Special Circumstance Type,http://ceds.ed.gov/terms#P000389,Has Assessment Session Special Circumstance Type,hasAssessmentSessionSpecialCircumstanceType,http://ceds.ed.gov/terms#C000389
StudentSchoolAssociation,ExitWithdrawType,ExitWithdrawTypeDescriptor,Descriptor,0,The circumstances under which the student exited from membership in an educational institution.,,Exit or Withdrawal Type,Has Option Set,The circumstances under which the student exited from membership in an educational institution. ,000110,,Yes,DimK12EnrollmentStatuses,ExitOrWithdrawalTypeCode,nvarchar(50),,,,http://ceds.ed.gov/terms#C200219,K12 Student Enrollment,http://ceds.ed.gov/terms#C000110,Exit or Withdrawal Type,http://ceds.ed.gov/terms#P000110,Has Exit or Withdrawal Type,hasExitOrWithdrawalType,http://ceds.ed.gov/terms#C000110
GradePointAverage,GradePointAverageType,GradePointAverageTypeDescriptor,Descriptor,0,The system used for calculating the grade point average for an individual.,,Grade Point Average Weighted Indicator,Has Option Set,An indication of whether the reported Grade Point Average is weighted or unweighted.,000123,,Yes,,,,,,,http://ceds.ed.gov/terms#C200210,Postsecondary Student Application,http://ceds.ed.gov/terms#C000123,Grade Point Average Weighted Indicator,http://ceds.ed.gov/terms#P000123,Has Grade Point Average Weighted Indicator,hasGPAWeightedIndicator,http://ceds.ed.gov/terms#C000123
Grade,GradeType,GradeTypeDescriptor,Descriptor,0,"The type of grade reported (e.g., exam, final, grading period).",,Student Course Section Mark Final Indicator,Has Option Set,Indicates that the mark is a final mark the learner has earned for the course section.,001142,This is the only indicator that fits within the descriptors. Otherwise not in CEDS.,Yes,,,,,,,http://ceds.ed.gov/terms#C200214,K12 Student Course Section Mark,http://ceds.ed.gov/terms#C001142,Student Course Section Mark Final Indicator,http://ceds.ed.gov/terms#P001142,Has Student Course Section Mark Final Indicator,hasStudentCourseSectionMarkFinalIndicator,http://ceds.ed.gov/terms#C001142
LocalEducationAgencyAccountability,GunFreeSchoolsActReportingStatus,GunFreeSchoolsActReportingStatusDescriptor,Descriptor,0,"An indication of whether the school or Local Education Agency (LEA) submitted a Gun-Free Schools Act (GFSA) of 1994 report to the state, as defined by Title 18, Section 921.",,Gun Free Schools Act Reporting Status,Has Option Set,"An indication of whether the school or local education agency (LEA) submitted a Gun-Free Schools Act (GFSA) of 1994 report to the state, as defined by Title 18, Section 921.",000134,,Yes,DimK12OrganizationStatuses,GunFreeSchoolsActReportingStatusCode,nvarchar(50),,,,http://ceds.ed.gov/terms#C200250,Organization Federal Accountability,http://ceds.ed.gov/terms#C000134,Gun Free Schools Act Reporting Status,http://ceds.ed.gov/terms#P000134,Has Gun Free Schools Act Reporting Status,hasGunFreeSchoolsActReportingStatus,http://ceds.ed.gov/terms#C000134
StudentHomelessProgramAssociation,HomelessPrimaryNighttimeResidence,HomelessPrimaryNighttimeResidenceDescriptor,Descriptor,0,The primary nighttime residence of the student at the time the student is identified as homeless.,,Homeless Primary Nighttime Residence,Has Option Set,The primary nighttime residence of the person at the time the person was identified as homeless.,000146,,Yes,DimAeDemographics,HomelessPrimaryNighttimeResidenceCode,nvarchar(50),,,,http://ceds.ed.gov/terms#C200290,Person Homelessness,http://ceds.ed.gov/terms#C000146,Homeless Primary Nighttime Residence,http://ceds.ed.gov/terms#P000146,Has Homeless Primary Nighttime Residence,hasHomelessPrimaryNighttimeResidence,http://ceds.ed.gov/terms#C000146
StudentSpecialEducationProgramEligibilityAssociation,IDEAPart,IDEAPartDescriptor,Descriptor,0,Indicates if the evaluation is done under Part B IDEA or Part C IDEA.,,Individualized Program Type,Has Option Set,A designation of the type of program developed for a student.,000320,,Yes,DimIndividualizedProgramStatuses,IndividualizedProgramTypeCode,nvarchar(100),,,,http://ceds.ed.gov/terms#C200157,Individualized Program,http://ceds.ed.gov/terms#C000320,Individualized Program Type,http://ceds.ed.gov/terms#P000320,Has Individualized Program Type,hasIndividualizedProgramType,http://ceds.ed.gov/terms#C000320
RequiredImmunization,ImmunizationType,ImmunizationTypeDescriptor,Descriptor,0,An indication of the type of immunization that the student has received.,,Immunization Type,Has Option Set,"An indication of the type of immunization that an individual has satisfactorily received. (Note: The International Classification of Diseases (ICD) is maintained by the World Health Organization. The ICD is revised periodically to incorporate changes in the medical field, the most updated and detailed list of International Statistical Classification of Diseases and Related Health Problems can be found at http://www.who.int/classifications/apps/icd/icd10online).",001248,,Yes,,,,,,,http://ceds.ed.gov/terms#C200292,Person Immunization,http://ceds.ed.gov/terms#C001248,Immunization Type,http://ceds.ed.gov/terms#P001248,Has Immunization Type,hasImmunizationType,http://ceds.ed.gov/terms#C001248
DisciplineIncident,IncidentLocation,IncidentLocationDescriptor,Descriptor,0,Identifies where the discipline incident occurred and whether or not it occurred on school.,,Incident Location,Has Option Set,Identifies where the incident occurred and whether or not it occurred on campus.,000617,,Yes,,,,,,,http://ceds.ed.gov/terms#C200154,Incident,http://ceds.ed.gov/terms#C000617,Incident Location,http://ceds.ed.gov/terms#P000617,Has Incident Location,hasIncidentLocation,http://ceds.ed.gov/terms#C000617
